Customer Lifetime Value (CLV),Customer Acquisition Cost (CAC),Customer Experience (CX),Customer Churn Rate,Customer Effort Score (CES),Net Promoter Score (NPS),Month-Year
2993.771329900312,238.16282825083184,1.8455782068851216,0.0422483314776152,2.4692064253055843,49.72295418266908,Jun-2022
2977.867321498335,255.7519002975949,3.8302408808797184,-0.0111900580898805,3.7272096677398263,46.604511721267016,Jul-2022
2984.811257630604,247.23469546493712,6.423716473775759,-0.7165159303278954,4.1079348794558666,47.23891118355557,Aug-2022
2989.6762002178853,263.39951043445785,4.747590981784731,-0.2899874957968456,4.496475855745419,50.73689444798151,Sep-2022
2994.89293815631,263.3570346867275,4.930603496277039,0.0819434795803054,3.6534221377841374,51.33489503906003,Oct-2022
3040.7022642733823,271.5915926232091,7.098938514342375,-1.2720071916084414,4.03348202965207,52.26837602997716,Nov-2022
2985.3305018027822,232.11292487203727,2.300778562773864,0.4306452016315852,2.840742309332154,52.53084198400303,Dec-2022
3023.6626636233595,258.65464021945394,6.670938987659491,0.9287253042863268,4.333524235489088,48.78693919746955,Jan-2023
2973.7977314152595,264.40400022194905,3.369536011544936,0.6350149564283469,4.152424823613119,48.61525911455851,Feb-2023
3024.514077926677,247.22692385168887,5.486816905103009,0.1992091959917103,4.310652833378577,47.79765652503172,Mar-2023
2934.365561262676,226.5334974054488,0.807061868906823,0.5180751935619297,2.3161150100037218,42.77658194389982,Apr-2023
3024.6672424819635,257.3380228994771,4.940762376131548,-0.1838076493465917,4.778664262133104,51.859189362431295,May-2023
3013.063137696221,261.3280574643202,5.332588975992208,-0.6789473880904524,4.585432053823569,55.83350757197906,Jun-2023
2936.153380631564,221.8144227033976,1.8207916654238825,1.3312400273523175,2.111046743049603,44.29747254346727,Jul-2023
2988.271221483049,237.3942034071144,3.4877548214290623,-0.3549917612770621,4.717548483454063,46.78335899779964,Aug-2023
3004.232222373707,266.6292114164317,8.122666123655758,-0.9394009931954956,5.144904830516415,55.51875330983616,Sep-2023
2950.4436146938947,256.43999052650344,3.3243587779178165,-0.1454318345362101,3.7774389571963622,53.47681243870984,Oct-2023
2991.973119404832,255.68888319641755,5.610077840579585,-0.2832766717480792,4.0223258150713495,50.292247845925125,Nov-2023
2946.3246778192024,252.7236851856646,5.855625260264197,-0.535520183641598,3.8320379976070313,56.47483825633928,Dec-2023
3000.0,200.0,8.5,0.05,3.0,50.0,Jan-2024
3300.0,250.0,7.0,0.04,4.0,55.0,Feb-2024
